,ccode,date,raceref,course,raceclass,n_dist,going,horseno,drawing,jockey,wt_carried,netadj,blinker,trainer,rating,odd_fn,weights,runners,latest_sr,purse,ctry,color_e,sex,foaldate,rank
1,1,41525,33001,1,5,1200,1,3,8,1,131,-2,1,1,40,270,1156,14,86,550000,1,1,1,38970,10
2,2,41525,33001,1,5,1200,1,7,4,2,128,0,1,2,35,53,1042,14,101,550000,1,2,1,39361,6
3,3,41525,33001,1,5,1200,1,11,13,3,123,0,2,3,30,45,1030,14,100,550000,2,3,1,39722,3
4,4,41525,33001,1,5,1200,1,10,9,4,125,0,3,4,32,260,1126,14,103,550000,1,2,1,40067,1
5,5,41525,33001,1,5,1200,1,5,6,5,128,0,4,5,35,43,1044,14,102,550000,1,1,2,39026,5
6,6,41525,33001,1,5,1200,1,6,10,6,126,-2,5,6,35,310,1107,14,102,550000,1,4,1,40103,4
7,7,41525,33001,1,5,1200,1,8,7,7,120,-7,6,7,34,110,1041,14,88,550000,2,1,1,38598,7
8,8,41525,33001,1,5,1200,1,1,5,8,131,-2,7,8,40,210,1114,14,79,550000,1,2,1,39752,14
9,9,41525,33001,1,5,1200,1,2,12,9,133,0,3,9,40,250,1077,14,81,550000,1,1,1,39730,11
10,10,41525,33001,1,5,1200,1,4,1,10,131,-2,8,10,40,100,1063,14,0,550000,2,2,1,40065,9
11,11,41525,33001,1,5,1200,1,13,14,11,116,-2,9,11,25,410,1134,14,0,550000,2,2,1,39731,12
12,12,41525,33001,1,5,1200,1,9,11,12,127,0,3,12,34,140,1074,14,102,550000,1,2,1,38975,2
13,13,41525,33001,1,5,1200,1,14,3,13,112,-5,9,13,24,250,1096,14,80,550000,3,2,1,39929,13
14,14,41525,33001,1,5,1200,1,12,2,14,122,0,10,14,29,170,1144,14,103,550000,2,1,1,39717,8
15,15,41525,33002,1,4,1000,1,10,3,15,116,-2,7,3,45,420,1069,10,96,725000,1,5,1,39697,6
16,16,41525,33002,1,4,1000,1,1,2,7,126,-7,11,15,60,110,1164,10,111,725000,2,2,3,40071,1
17,17,41525,33002,1,4,1000,1,5,10,3,127,0,3,10,54,53,1014,10,107,725000,2,1,3,40095,2
18,18,41525,33002,1,4,1000,1,4,4,14,127,0,9,7,54,170,1102,10,83,725000,4,3,1,40257,10
19,19,41525,33002,1,4,1000,1,7,9,1,123,-2,12,9,52,16,1218,10,101,725000,2,2,1,40139,4
20,20,41525,33002,1,4,1000,1,8,7,11,121,-2,9,6,50,440,1110,10,87,725000,1,3,1,40064,8
21,21,41525,33002,1,4,1000,1,2,6,9,133,0,13,11,60,480,1057,10,93,725000,1,3,1,39724,7
22,22,41525,33002,1,4,1000,1,9,5,8,119,-2,14,1,48,800,1186,10,94,725000,3,1,1,40262,9
23,23,41525,33003,1,1,1200,1,3,5,5,127,0,7,14,110,52,1086,8,126,2000000,5,3,1,38640,1
24,24,41525,33003,1,1,1200,1,6,6,3,124,0,15,16,107,33,1158,8,121,2000000,3,2,1,39185,3
25,25,41525,33003,1,1,1200,1,5,3,11,122,-2,9,15,107,100,1081,8,123,2000000,2,2,1,39704,2
26,26,41525,33003,1,1,1200,1,8,8,1,111,-2,16,3,90,210,1183,8,112,2000000,2,4,1,39666,8
27,27,41525,33003,1,1,1200,1,7,4,6,115,-2,17,16,100,48,1252,8,115,2000000,2,2,1,38953,5
28,28,41525,33003,1,1,1200,1,1,2,16,133,0,3,17,116,55,1100,8,119,2000000,3,2,1,39533,6
29,29,41525,33003,1,1,1200,1,4,1,10,124,-2,9,8,109,150,1068,8,115,2000000,6,3,1,38830,7
30,30,41525,33003,1,1,1200,1,2,7,2,129,0,1,13,112,82,1120,8,120,2000000,2,2,1,39355,4
31,31,41525,33004,1,5,1400,1,13,7,6,114,-2,1,14,22,240,1046,14,98,550000,1,5,1,39726,7
32,32,41525,33004,1,5,1400,1,7,2,9,129,0,18,3,35,330,1101,14,96,550000,1,1,1,38665,8
33,33,41525,33004,1,5,1400,1,12,5,4,122,0,9,4,28,92,1003,14,95,550000,6,2,1,39541,4
34,34,41525,33004,1,5,1400,1,6,9,8,129,-2,6,1,37,210,1195,14,100,550000,1,2,1,39017,6
35,35,41525,33004,1,5,1400,1,1,10,7,126,-7,1,18,39,180,1112,14,94,550000,2,3,1,39750,11
36,36,41525,33004,1,5,1400,1,2,1,11,131,-2,9,11,39,130,1067,14,92,550000,6,2,1,39867,12
37,37,41525,33004,1,5,1400,1,10,4,3,125,0,19,6,31,35,1170,14,101,550000,2,2,1,39377,1
38,38,41525,33004,1,5,1400,1,9,8,17,125,0,20,19,31,840,1140,14,0,550000,6,2,1,39892,14
39,39,41525,33004,1,5,1400,1,5,13,13,127,-5,21,7,38,100,1118,14,81,550000,2,1,1,40092,13
40,40,41525,33004,1,5,1400,1,3,11,12,132,0,14,3,38,220,1099,14,98,550000,3,3,1,39169,5
41,41,41525,33004,1,5,1400,1,11,14,1,123,-2,1,12,31,51,1160,14,102,550000,1,3,1,39770,3
42,42,41525,33004,1,5,1400,1,4,12,16,132,0,1,8,38,280,1037,14,106,550000,2,3,1,39725,2
43,43,41525,33004,1,5,1400,1,8,3,5,129,0,9,20,35,61,1067,14,99,550000,1,2,1,39666,10
44,44,41525,33004,1,5,1400,1,14,6,15,114,-2,22,12,22,420,1151,14,96,550000,2,1,1,39717,9
45,45,41525,33005,1,4,1400,1,7,3,12,126,0,3,9,53,210,1033,13,104,725000,3,2,1,39477,7
46,46,41525,33005,1,4,1400,1,9,9,11,121,-2,9,10,50,54,1050,13,104,725000,1,3,3,39769,8
47,47,41525,33005,1,4,1400,1,10,7,13,118,-5,3,21,50,130,1143,13,98,725000,1,1,1,39384,11
48,48,41525,33005,1,4,1400,1,5,10,2,129,0,9,13,56,100,1146,13,107,725000,2,2,4,39725,2
49,49,41525,33005,1,4,1400,1,12,1,3,120,0,23,6,47,280,1052,13,105,725000,2,2,3,40093,10
50,50,41525,33005,1,4,1400,1,3,2,8,129,-2,3,1,58,85,1173,13,108,725000,1,2,1,39363,4
51,51,41525,33005,1,4,1400,1,8,6,10,123,-2,9,15,52,33,1060,13,108,725000,2,2,1,40029,1
52,52,41525,33005,1,4,1400,1,2,12,16,132,0,7,17,59,100,1039,13,99,725000,6,1,1,39527,12
53,53,41525,33005,1,4,1400,1,6,8,5,127,0,7,6,54,250,1170,13,105,725000,2,2,1,39760,5
54,54,41525,33005,1,4,1400,1,11,11,6,119,-2,24,14,48,170,1049,13,101,725000,1,1,1,38266,6
55,55,41525,33005,1,4,1400,1,13,4,7,108,-7,7,9,42,540,1251,13,102,725000,2,3,3,39687,3
56,56,41525,33005,1,4,1400,1,4,13,17,130,0,25,19,57,230,1084,13,98,725000,2,2,3,40098,13
57,57,41525,33005,1,4,1400,1,1,5,4,133,0,14,3,60,94,1038,13,106,725000,1,2,1,39328,9
58,58,41525,33006,1,4,1200,1,9,10,5,123,0,18,13,50,48,1129,14,109,725000,1,1,4,39749,2
59,59,41525,33006,1,4,1200,1,13,4,15,112,-2,1,20,41,800,1118,14,85,725000,1,2,1,40118,12
60,60,41525,33006,1,4,1200,1,5,9,8,125,-2,3,1,54,340,1070,14,109,725000,1,2,1,39359,8
61,61,41525,33006,1,4,1200,1,4,13,11,126,-2,9,6,55,210,1105,14,105,725000,6,2,1,40296,10
62,62,41525,33006,1,4,1200,1,12,12,6,115,-2,26,11,44,150,1065,14,104,725000,1,2,1,38274,7
63,63,41525,33006,1,4,1200,1,6,8,17,127,0,14,3,54,200,1081,14,109,725000,1,4,1,39360,3
64,64,41525,33006,1,4,1200,1,7,6,4,126,0,1,7,53,510,1169,14,107,725000,2,2,1,40109,5
65,65,41525,33006,1,4,1200,1,2,5,2,130,0,27,14,57,68,1006,14,108,725000,4,2,1,39941,9
66,66,41525,33006,1,4,1200,1,3,7,16,129,0,28,19,56,48,1135,14,105,725000,2,2,1,40134,4
67,67,41525,33006,1,4,1200,1,1,3,7,126,-7,9,9,60,61,1216,14,110,725000,3,2,5,39867,1
68,68,41525,33006,1,4,1200,1,14,1,12,114,0,29,18,41,400,1106,14,105,725000,2,4,1,39344,11
69,69,41525,33006,1,4,1200,1,11,11,10,115,-2,30,8,44,200,1107,14,70,725000,2,4,1,39701,13
70,70,41525,33006,1,4,1200,1,10,2,3,122,0,1,10,49,52,1094,14,109,725000,2,2,1,40060,6
71,71,41525,33007,1,2,1000,1,9,8,15,117,-2,31,5,82,100,1134,11,100,1400000,2,2,1,38964,11
72,72,41525,33007,1,2,1000,1,11,7,6,113,-2,9,14,78,160,1022,11,101,1400000,7,2,5,39891,7
73,73,41525,33007,1,2,1000,1,2,3,16,128,0,1,17,91,100,1052,11,118,1400000,3,2,1,39197,2
74,74,41525,33007,1,2,1000,1,1,1,5,133,0,9,6,96,65,1183,11,0,1400000,2,2,3,39741,6
75,75,41525,33007,1,2,1000,1,6,11,4,122,0,1,4,85,240,1118,11,97,1400000,5,2,1,40073,10
76,76,41525,33007,1,2,1000,1,5,2,1,122,-2,32,3,87,470,1123,11,114,1400000,2,2,1,39378,4
77,77,41525,33007,1,2,1000,1,7,10,14,122,0,33,7,85,140,1066,11,100,1400000,6,2,4,39563,9
78,78,41525,33007,1,2,1000,1,8,4,11,118,-2,34,20,83,560,1089,11,113,1400000,4,3,1,39551,5
79,79,41525,33007,1,2,1000,1,3,9,10,123,-2,15,15,88,18,1106,11,117,1400000,2,3,1,39714,1
80,80,41525,33007,1,2,1000,1,10,5,8,116,-2,3,10,81,120,1087,11,111,1400000,2,2,1,39731,3
81,81,41525,33007,1,2,1000,1,4,6,17,124,0,7,16,87,350,1123,11,0,1400000,6,2,1,39151,8
82,82,41525,33008,1,3,1200,1,1,8,7,126,-7,30,9,77,130,1188,12,112,1000000,2,2,1,38960,4
83,83,41525,33008,1,3,1200,1,10,3,6,116,-2,3,19,62,92,1132,12,110,1000000,2,2,1,39698,3
84,84,41525,33008,1,3,1200,1,7,7,15,122,-2,35,20,68,570,1148,12,112,1000000,1,3,1,39008,8
85,85,41525,33008,1,3,1200,1,6,9,17,125,0,9,6,69,420,1162,12,106,1000000,2,1,1,39752,11
86,86,41525,33008,1,3,1200,1,4,10,10,127,-2,9,8,73,98,1076,12,110,1000000,1,2,1,40083,7
87,87,41525,33008,1,3,1200,1,2,6,9,130,0,1,13,74,990,1061,12,106,1000000,6,2,1,40218,10
88,88,41525,33008,1,3,1200,1,11,4,1,115,-2,3,9,61,990,1156,12,102,1000000,3,1,1,39912,9
89,89,41525,33008,1,3,1200,1,8,1,2,123,0,1,17,67,280,1162,12,114,1000000,2,2,1,38992,2
90,90,41525,33008,1,3,1200,1,5,12,3,125,0,36,10,69,49,1112,12,112,1000000,2,3,3,40133,5
91,91,41525,33008,1,3,1200,1,12,5,4,117,0,9,7,61,990,1100,12,98,1000000,1,2,1,39327,12
92,92,41525,33008,1,3,1200,1,3,11,11,128,-2,1,22,74,49,1174,12,117,1000000,2,4,1,39759,1
93,93,41525,33008,1,3,1200,1,9,2,5,121,0,1,18,65,23,1218,12,107,1000000,1,1,1,40127,6
94,94,41525,33009,1,3,1400,1,6,9,16,123,0,37,19,68,53,1074,13,112,1000000,3,2,1,40253,4
95,95,41525,33009,1,3,1400,1,11,4,15,116,-2,3,9,63,270,1048,13,110,1000000,6,2,1,39547,7
96,96,41525,33009,1,3,1400,1,4,2,7,118,-7,7,9,70,48,1064,13,112,1000000,2,3,1,39020,8
97,97,41525,33009,1,3,1400,1,12,11,4,116,0,26,8,61,990,1001,13,102,1000000,3,2,4,39844,11
98,98,41525,33009,1,3,1400,1,5,3,5,124,0,18,20,69,280,1157,13,111,1000000,1,1,1,39742,3
99,99,41525,33009,1,3,1400,1,2,6,10,130,-2,9,8,77,51,1138,13,106,1000000,1,2,3,40081,12
100,100,41525,33009,1,3,1400,1,7,5,12,123,0,3,23,68,200,1097,13,113,1000000,2,2,1,38640,6
101,101,41525,33009,1,3,1400,1,8,7,17,121,0,9,7,66,170,1047,13,107,1000000,3,2,1,39499,5
102,102,41525,33009,1,3,1400,1,10,12,8,116,-2,37,22,63,460,1168,13,108,1000000,1,2,1,38992,9
103,103,41525,33009,1,3,1400,1,9,1,11,118,-2,38,18,65,55,1127,13,111,1000000,3,2,1,39564,10
104,104,41525,33009,1,3,1400,1,3,8,1,124,-2,9,6,71,120,1165,13,114,1000000,2,2,1,39709,2
105,105,41525,33009,1,3,1400,1,1,10,2,133,0,39,13,78,80,1182,13,116,1000000,2,3,1,39742,1
106,106,41525,33009,1,3,1400,1,13,13,6,113,-2,40,14,60,320,1141,13,99,1000000,3,5,1,39882,13
107,107,41525,33010,1,2,1400,1,2,3,17,133,0,41,16,96,140,1068,13,112,1400000,6,4,1,39109,12
108,108,41525,33010,1,2,1400,1,9,11,14,122,0,1,14,85,990,1069,13,110,1400000,1,2,1,39341,7
109,109,41525,33010,1,2,1400,1,11,13,8,118,-2,9,13,83,140,1169,13,112,1400000,1,2,1,39771,9
110,110,41525,33010,1,2,1400,1,13,5,7,111,-7,9,8,81,67,1224,13,111,1400000,2,1,1,40057,10
111,111,41525,33010,1,2,1400,1,5,10,2,129,0,1,9,92,71,1065,13,116,1400000,1,3,4,39389,4
112,112,41525,33010,1,2,1400,1,12,2,11,117,-2,9,10,82,250,1048,13,111,1400000,7,2,3,39874,8
113,113,41525,33010,1,2,1400,1,10,4,16,121,0,3,19,84,100,1163,13,117,1400000,6,2,3,39947,2
114,114,41525,33010,1,2,1400,1,1,1,5,133,0,1,20,96,38,1149,13,120,1400000,2,2,1,38608,1
115,115,41525,33010,1,2,1400,1,3,8,1,129,-2,9,6,94,270,1158,13,111,1400000,1,2,1,39705,11
116,116,41525,33010,1,2,1400,1,7,12,9,126,0,1,1,89,680,1066,13,113,1400000,3,2,6,38412,3
117,117,41525,33010,1,2,1400,1,4,9,4,129,0,37,4,92,140,1173,13,113,1400000,6,2,1,38754,5
118,118,41525,33010,1,2,1400,1,8,7,3,123,0,26,8,86,41,1005,13,104,1400000,3,2,4,39899,13
119,119,41525,33010,1,2,1400,1,6,6,13,123,-5,42,13,91,530,1135,13,113,1400000,1,1,1,39381,6
120,120,41528,33011,1,5,1000,1,8,9,9,124,0,7,4,30,790,1050,12,89,550000,1,1,1,39710,10
121,121,41528,33011,1,5,1000,1,7,1,6,123,-2,1,24,31,150,1180,12,94,550000,1,2,1,38649,3
122,122,41528,33011,1,5,1000,1,12,7,1,115,-2,31,7,23,220,1233,12,93,550000,2,2,1,39337,6
123,123,41528,33011,1,5,1000,1,2,2,3,132,0,1,3,38,24,1119,12,108,550000,1,1,1,38970,1
124,124,41528,33011,1,5,1000,1,4,3,5,129,0,9,20,35,80,1078,12,95,550000,1,2,1,39337,4
125,125,41528,33011,1,5,1000,1,9,10,8,119,-2,22,23,27,100,1103,12,94,550000,2,2,1,38955,8
126,126,41528,33011,1,5,1000,1,10,5,14,119,0,22,2,25,610,1143,12,72,550000,1,2,1,38614,12
127,127,41528,33011,1,5,1000,1,5,12,13,124,-5,6,1,35,570,1013,12,95,550000,3,2,1,39875,5
128,128,41528,33011,1,5,1000,1,3,8,12,131,0,1,12,37,90,1140,12,83,550000,2,5,1,37876,11
129,129,41528,33011,1,5,1000,1,1,11,7,126,-7,43,9,39,70,1167,12,106,550000,2,2,1,40109,2
130,130,41528,33011,1,5,1000,1,6,4,4,125,0,7,22,31,120,1265,12,89,550000,2,2,1,39026,9
131,131,41528,33011,1,5,1000,1,11,6,11,117,-2,6,11,25,110,1242,12,91,550000,2,2,1,39007,7
132,132,41528,33012,1,5,1650,1,6,8,6,123,-2,3,1,32,260,1180,12,102,550000,2,1,1,39033,4
133,133,41528,33012,1,5,1650,1,12,5,8,111,-2,22,2,20,220,1088,12,97,550000,1,5,1,39018,10
134,134,41528,33012,1,5,1650,1,8,6,12,118,0,1,12,25,50,1067,12,102,550000,2,2,1,39334,1
135,135,41528,33012,1,5,1650,1,9,12,11,116,-2,1,11,25,360,1043,12,98,550000,3,2,1,37664,12
136,136,41528,33012,1,5,1650,1,3,2,5,128,0,1,14,35,33,1016,12,105,550000,8,3,1,39129,2
137,137,41528,33012,1,5,1650,1,7,1,17,120,0,3,8,27,290,1086,12,96,550000,2,2,1,39329,7
138,138,41528,33012,1,5,1650,1,1,7,16,133,0,7,19,40,76,1177,12,99,550000,1,2,1,39031,8
139,139,41528,33012,1,5,1650,1,2,11,3,131,0,44,13,38,70,1084,12,101,550000,1,3,1,38944,6
140,140,41528,33012,1,5,1650,1,10,10,10,113,-2,18,14,22,99,1033,12,99,550000,3,2,1,39483,11
141,141,41528,33012,1,5,1650,1,5,3,9,127,0,44,3,34,100,1074,12,105,550000,1,2,1,39021,3
142,142,41528,33012,1,5,1650,1,11,9,15,112,-2,37,12,21,270,1061,12,103,550000,1,2,1,38643,9
143,143,41528,33012,1,5,1650,1,4,4,4,128,0,3,4,35,160,1088,12,102,550000,3,2,4,39928,5
144,144,41528,33013,1,4,1000,2,4,9,7,126,-7,45,7,59,120,1096,11,104,725000,1,2,1,39667,6
145,145,41528,33013,1,4,1000,2,7,11,2,126,0,7,10,52,120,1090,11,97,725000,3,2,1,39918,10
146,146,41528,33013,1,4,1000,2,3,7,10,131,-2,9,15,59,48,1125,11,0,725000,2,1,4,39382,4
147,147,41528,33013,1,4,1000,2,8,6,9,122,0,22,20,48,52,1159,11,90,725000,1,2,1,39734,11
148,148,41528,33013,1,4,1000,2,1,5,3,133,0,7,6,59,130,1111,11,105,725000,3,2,1,39528,7
149,149,41528,33013,1,4,1000,2,11,8,1,113,-2,37,24,41,340,1102,11,97,725000,3,2,1,38810,5
150,150,41528,33013,1,4,1000,2,2,10,13,128,-5,31,17,59,280,1082,11,109,725000,3,3,1,39520,9
151,151,41528,33013,1,4,1000,2,9,2,4,120,0,1,3,46,53,1075,11,108,725000,2,2,1,38628,1
152,152,41528,33013,1,4,1000,2,10,4,8,113,-2,9,13,41,280,1055,11,98,725000,2,3,1,39770,8
153,153,41528,33013,1,4,1000,2,5,1,16,132,0,46,17,58,42,1224,11,103,725000,1,2,1,39321,3
154,154,41528,33013,1,4,1000,2,6,3,15,127,-2,47,20,55,180,1109,11,106,725000,1,2,1,39737,2
155,155,41528,33014,1,4,1650,2,10,1,11,117,-2,6,1,46,41,1159,12,108,725000,1,2,1,38996,1
156,156,41528,33014,1,4,1650,2,11,9,13,110,-5,7,6,42,880,1024,12,96,725000,3,2,1,39512,10
157,157,41528,33014,1,4,1650,2,3,2,5,128,0,48,18,55,86,1140,12,106,725000,3,2,1,38472,4
158,158,41528,33014,1,4,1650,2,4,10,17,127,0,3,21,54,230,1072,12,95,725000,3,2,1,39127,12
159,159,41528,33014,1,4,1650,2,8,7,2,121,0,3,20,48,160,1074,12,104,725000,1,2,1,39729,4
160,160,41528,33014,1,4,1650,2,7,3,3,123,0,9,6,50,37,979,12,94,725000,6,3,1,39870,11
161,161,41528,33014,1,4,1650,2,12,6,8,112,-2,18,22,41,110,1094,12,104,725000,3,2,1,39205,2
162,162,41528,33014,1,4,1650,2,6,5,6,123,-2,26,14,52,88,1168,12,107,725000,6,3,1,39177,6
163,163,41528,33014,1,4,1650,2,9,11,16,121,0,3,19,48,250,1027,12,106,725000,1,3,1,38620,3
164,164,41528,33014,1,4,1650,2,5,12,1,124,-2,1,18,53,270,1117,12,106,725000,6,2,1,39538,8
165,165,41528,33014,1,4,1650,2,1,4,7,126,-7,3,9,60,63,1104,12,107,725000,1,2,1,39362,9
166,166,41528,33014,1,4,1650,2,2,8,4,129,0,9,3,56,280,1085,12,107,725000,9,1,1,39334,7
167,167,41528,33015,1,4,1200,2,2,6,2,132,0,7,20,59,130,1115,12,108,725000,1,2,1,39762,4
168,168,41528,33015,1,4,1200,2,9,5,16,125,0,49,10,52,300,1037,12,102,725000,6,2,1,40250,7
169,169,41528,33015,1,4,1200,2,10,4,7,114,-7,3,7,48,57,1143,12,110,725000,2,2,1,39390,3
170,170,41528,33015,1,4,1200,2,12,12,10,112,-2,1,12,41,180,1092,12,102,725000,1,2,1,39349,8
171,171,41528,33015,1,4,1200,2,7,8,14,127,0,38,3,54,170,1123,12,113,725000,1,1,1,39735,1
172,172,41528,33015,1,4,1200,2,3,10,9,131,0,50,17,58,590,1026,12,87,725000,2,2,1,40074,12
173,173,41528,33015,1,4,1200,2,4,1,17,130,0,7,9,57,100,1110,12,97,725000,6,2,1,39162,10
174,174,41528,33015,1,4,1200,2,11,9,4,116,0,51,6,43,120,1101,12,102,725000,1,2,1,39727,5
175,175,41528,33015,1,4,1200,2,5,11,3,128,0,9,11,55,87,1098,12,109,725000,2,2,1,39690,6
176,176,41528,33015,1,4,1200,2,1,2,1,131,-2,52,18,60,34,1115,12,108,725000,2,2,1,39325,2
177,177,41528,33015,1,4,1200,2,6,3,5,128,0,46,5,55,50,1069,12,99,725000,2,3,1,38977,9
178,178,41528,33015,1,4,1200,2,8,7,8,124,-2,1,13,53,540,1161,12,95,725000,1,2,1,39732,11
179,179,41528,33016,1,3,1000,2,6,3,4,119,0,1,13,66,950,1035,12,103,1000000,2,2,1,40047,8
180,180,41528,33016,1,3,1000,2,5,5,2,122,0,53,14,69,400,1085,12,102,1000000,1,1,1,38995,4
181,181,41528,33016,1,3,1000,2,7,1,14,119,0,23,7,66,990,1150,12,94,1000000,6,2,1,40263,6
182,182,41528,33016,1,3,1000,2,9,7,13,111,-5,1,13,63,990,1120,12,91,1000000,1,2,3,39701,9
183,183,41528,33016,1,3,1000,2,10,9,6,113,-2,1,19,62,23,1194,12,89,1000000,2,1,1,40093,11
184,184,41528,33016,1,3,1000,2,4,12,5,124,0,1,20,71,30,1087,12,0,1000000,2,3,1,40114,12
185,185,41528,33016,1,3,1000,2,1,8,9,133,0,3,9,80,150,1135,12,111,1000000,6,2,1,39871,3
186,186,41528,33016,1,3,1000,2,3,6,3,126,0,7,10,73,90,1117,12,110,1000000,2,2,3,40093,2
187,187,41528,33016,1,3,1000,2,11,10,15,112,-2,7,17,61,990,1253,12,96,1000000,1,3,1,39408,5
188,188,41528,33016,1,3,1000,2,8,2,10,116,-2,54,15,65,52,1075,12,90,1000000,2,2,1,40104,10
189,189,41528,33016,1,3,1000,2,12,4,12,113,0,9,12,60,610,1065,12,107,1000000,1,2,1,39712,1
190,190,41528,33016,1,3,1000,2,2,11,8,130,-2,3,22,79,720,1069,12,100,1000000,1,2,1,38227,7
191,191,41528,33017,1,2,1200,2,10,8,1,113,-2,9,6,80,100,1150,11,119,1400000,6,2,4,39571,1
192,192,41528,33017,1,2,1200,2,6,9,5,126,0,1,20,91,25,1114,11,122,1400000,2,5,1,40098,3
193,193,41528,33017,1,2,1200,2,9,6,4,116,0,3,17,81,120,1257,11,119,1400000,2,3,1,38583,7
194,194,41528,33017,1,2,1200,2,11,11,15,113,-2,1,18,80,990,1038,11,96,1400000,3,2,1,39861,10
195,195,41528,33017,1,2,1200,2,4,3,2,128,0,46,14,93,290,1125,11,108,1400000,1,3,1,38676,8
196,196,41528,33017,1,2,1200,2,7,10,12,121,0,1,12,86,410,1077,11,114,1400000,6,2,1,39507,5
197,197,41528,33017,1,2,1200,2,5,4,11,125,-2,9,15,92,73,1125,11,117,1400000,2,3,1,38963,4
198,198,41528,33017,1,2,1200,2,3,2,7,122,-7,1,10,94,84,1146,11,115,1400000,2,3,1,39735,2
199,199,41528,33017,1,2,1200,2,1,1,9,133,0,9,4,98,230,968,11,0,1400000,3,2,1,39534,11
200,200,41528,33017,1,2,1200,2,8,7,8,116,-2,13,14,83,990,976,11,105,1400000,1,1,1,38271,9
201,201,41528,33017,1,2,1200,2,2,5,10,130,-2,9,15,97,37,1125,11,116,1400000,2,2,1,40142,6
202,202,41528,33018,1,3,1650,2,11,1,3,119,0,55,14,62,45,1055,12,110,1000000,1,2,1,39698,4
203,203,41528,33018,1,3,1650,2,4,2,9,128,0,9,3,71,170,1141,12,110,1000000,3,5,1,39484,7
204,204,41528,33018,1,3,1650,2,9,6,4,120,0,3,8,63,990,1018,12,102,1000000,2,1,1,39022,8
205,205,41528,33018,1,3,1650,2,12,3,13,114,-5,1,13,62,260,1187,12,89,1000000,2,2,1,39740,12
206,206,41528,33018,1,3,1650,2,3,12,16,129,0,56,17,72,150,1022,12,114,1000000,6,3,1,39910,2
207,207,41528,33018,1,3,1650,2,6,10,17,123,0,3,19,66,400,1088,12,94,1000000,1,1,1,38639,11
208,208,41528,33018,1,3,1650,2,10,11,14,120,0,3,7,63,150,1225,12,108,1000000,1,2,1,39355,5
209,209,41528,33018,1,3,1650,2,1,4,2,130,0,34,10,73,180,1004,12,99,1000000,4,1,1,39093,9
210,210,41528,33018,1,3,1650,2,2,8,5,129,0,1,18,72,31,1202,12,118,1000000,6,2,1,39839,1
211,211,41528,33018,1,3,1650,2,5,9,8,124,-2,1,1,69,110,1187,12,102,1000000,6,2,1,40228,10
212,212,41528,33018,1,3,1650,2,7,5,15,121,-2,3,23,66,700,1104,12,108,1000000,2,2,1,39008,6
213,213,41528,33018,1,3,1650,2,8,7,10,119,-2,9,15,64,39,1032,12,116,1000000,1,3,1,40092,3
214,214,41532,33019,2,4,1200,2,2,14,5,132,0,1,5,59,49,1122,14,109,725000,2,3,1,40114,3
215,215,41532,33019,2,4,1200,2,3,3,3,131,0,9,6,58,40,1039,14,96,725000,2,2,1,39728,4
216,216,41532,33019,2,4,1200,2,5,9,16,126,0,3,10,53,730,1190,14,100,725000,3,2,3,40207,10
217,217,41532,33019,2,4,1200,2,6,12,8,122,-2,1,1,51,760,1080,14,89,725000,6,2,1,39909,11
218,218,41532,33019,2,4,1200,2,14,10,7,107,1,18,9,40,100,1188,14,97,725000,2,2,1,40047,2
219,219,41532,33019,2,4,1200,2,11,7,10,118,-2,14,21,47,580,1076,14,100,725000,2,2,1,39690,8
220,220,41532,33019,2,4,1200,2,13,11,11,112,-2,17,9,41,990,1204,14,0,725000,2,2,1,39707,13
221,221,41532,33019,2,4,1200,2,8,4,15,122,-2,57,3,51,990,1059,14,94,725000,3,2,1,40280,12
222,222,41532,33019,2,4,1200,2,1,5,13,128,-5,58,2,60,390,1137,14,88,725000,6,3,1,39932,14
223,223,41532,33019,2,4,1200,2,7,1,1,122,-2,9,1,51,160,1105,14,100,725000,3,2,1,39540,9
224,224,41532,33019,2,4,1200,2,10,13,4,121,0,3,7,48,180,1093,14,100,725000,1,2,3,40109,6
225,225,41532,33019,2,4,1200,2,4,6,9,131,0,7,14,58,29,1125,14,109,725000,2,2,7,39327,1
226,226,41532,33019,2,4,1200,2,12,8,12,115,0,9,13,42,200,1117,14,101,725000,1,2,1,39776,5
227,227,41532,33019,2,4,1200,2,9,2,6,121,-2,1,18,50,120,1147,14,98,725000,2,3,3,40402,7
228,7,41532,33020,2,5,1600,2,7,5,13,122,-5,6,7,34,270,1035,14,0,550000,2,1,1,38598,13
229,6,41532,33020,2,5,1600,2,6,6,3,128,0,7,6,35,44,1107,14,106,550000,1,4,1,40103,1
230,228,41532,33020,2,5,1600,2,4,3,1,127,-2,14,1,36,150,931,14,0,550000,1,2,1,39780,14
231,229,41532,33020,2,5,1600,2,3,1,2,130,0,3,21,37,63,1146,14,103,550000,2,3,1,39340,3
232,230,41532,33020,2,5,1600,2,2,2,16,132,0,1,18,39,48,967,14,103,550000,2,2,1,39719,2
233,231,41532,33020,2,5,1600,2,9,14,17,125,0,3,2,32,150,1005,14,101,550000,3,2,1,39135,9
234,232,41532,33020,2,5,1600,2,1,12,14,133,0,3,19,40,400,1138,14,83,550000,1,2,1,39356,12
235,233,41532,33020,2,5,1600,2,11,10,8,120,-2,7,23,29,600,1048,14,101,550000,2,2,1,39699,4
236,234,41532,33020,2,5,1600,2,10,9,6,120,-2,37,5,29,84,1041,14,99,550000,2,2,1,39758,5
